id,title,description,availability,condition,price,link,image_link,brand,gtin,product_type,quantity_to_sell_on_facebook
"40767","Al Hambra Guitar 5 P CT E2","Al Hambra Guitar 5 P CT E2 by Alhambra. Electric Classical. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","6429.14 AED","https://www.akm-music.com/shop.html?product=40767","https://www.akm-music.com/assets/products/40767.webp","Alhambra","2721680007131","Electric Classical","25"
"20000","Alhambra 1 C Guitar","Alhambra 1 C Guitar by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","out of stock","new","1993.32 AED","https://www.akm-music.com/shop.html?product=20000","https://www.akm-music.com/assets/products/20000.webp","Alhambra","2220080299080","Classical Guitar","0"
"20002","Alhambra 10 FP Pinana V Guitar 10 Fp Piñana with (9,557) Case","Alhambra 10 FP Pinana V Guitar 10 Fp Piñana with (9,557) Case by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","10039.00 AED","https://www.akm-music.com/shop.html?product=20002","https://www.akm-music.com/assets/products/20002.webp","Alhambra","2122822522725","Flamenco Guitar","25"
"20005","Alhambra 1735 Almansa Guitarra 400 Nature Abeto","Alhambra 1735 Almansa Guitarra 400 Nature Abeto by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","1539.00 AED","https://www.akm-music.com/shop.html?product=20005","https://www.akm-music.com/assets/products/20005.webp","Alhambra","1324173562172","Classical Guitar","25"
"20006","Alhambra 1755 Almansa Guitar 401 Spruce","Alhambra 1755 Almansa Guitar 401 Spruce by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","2199.00 AED","https://www.akm-music.com/shop.html?product=20006","https://www.akm-music.com/assets/products/20006.webp","Alhambra","1023175561359","Classical Guitar","25"
"20009","Alhambra 2 F Guitar 2 F W/pick Guard","Alhambra 2 F Guitar 2 F W/pick Guard by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","2311.06 AED","https://www.akm-music.com/shop.html?product=20009","https://www.akm-music.com/assets/products/20009.webp","Alhambra","2922820115062","Flamenco Guitar","25"
"20011","Alhambra 3 C 7/8 + Gig Bag (9731)","Alhambra 3 C 7/8 + Gig Bag (9731) by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","2677.20 AED","https://www.akm-music.com/shop.html?product=20011","https://www.akm-music.com/assets/products/20011.webp","Alhambra","1623084613707","Flamenco Guitar","25"
"20015","Alhambra 3 F CW E1 Guitar","Alhambra 3 F CW E1 Guitar by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","3656.00 AED","https://www.akm-music.com/shop.html?product=20015","https://www.akm-music.com/assets/products/20015.webp","Alhambra","","Flamenco Guitar","25"
"20014","Alhambra 3 F Guitar 3 F Pure W/pick Guard","Alhambra 3 F Guitar 3 F Pure W/pick Guard by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","2960.93 AED","https://www.akm-music.com/shop.html?product=20014","https://www.akm-music.com/assets/products/20014.webp","Alhambra","1823820629089","Flamenco Guitar","25"
"20016","Alhambra 4 F Guitar 4 F Pure W/pick Guard","Alhambra 4 F Guitar 4 F Pure W/pick Guard by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","3413.57 AED","https://www.akm-music.com/shop.html?product=20016","https://www.akm-music.com/assets/products/20016.webp","Alhambra","4521820921017","Flamenco Guitar","25"
"20018","Alhambra 5 F Guitar 5 F Pure W/pick Guard","Alhambra 5 F Guitar 5 F Pure W/pick Guard by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","4441.89 AED","https://www.akm-music.com/shop.html?product=20018","https://www.akm-music.com/assets/products/20018.webp","Alhambra","","Flamenco Guitar","25"
"20019","Alhambra 5 FP OP Pinana Guitar 5 Fp OP Piñana","Alhambra 5 FP OP Pinana Guitar 5 Fp OP Piñana by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","4127.30 AED","https://www.akm-music.com/shop.html?product=20019","https://www.akm-music.com/assets/products/20019.webp","Alhambra","4020821304640","Flamenco Guitar","25"
"20022","Alhambra 5 P CT E2 + Case (9565) Guitar 5 P CT E2 + Case (9565)","Alhambra 5 P CT E2 + Case (9565) Guitar 5 P CT E2 + Case (9565) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","7960.76 AED","https://www.akm-music.com/shop.html?product=20022","https://www.akm-music.com/assets/products/20022.webp","Alhambra","4222685910986","Classical Guitar","25"
"20023","Alhambra 5 P CW E8 + Case (9557) Guitar 5 P CW E8 + Case (9557)","Alhambra 5 P CW E8 + Case (9557) Guitar 5 P CW E8 + Case (9557) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","out of stock","new","7960.76 AED","https://www.akm-music.com/shop.html?product=20023","https://www.akm-music.com/assets/products/20023.webp","Alhambra","6090951766777","Classical Guitar","0"
"20024","Alhambra 6 Olivo + Gig Bag (9738) Guitar 6 Olivo + Gig Bag (9738)","Alhambra 6 Olivo + Gig Bag (9738) Guitar 6 Olivo + Gig Bag (9738) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","5184.98 AED","https://www.akm-music.com/shop.html?product=20024","https://www.akm-music.com/assets/products/20024.webp","Alhambra","5122889002335","Classical Guitar","25"
"20025","Alhambra 6 White Ebony V Guitar 6 White Ebony with (9,738) Soft Bag","Alhambra 6 White Ebony V Guitar 6 White Ebony with (9,738) Soft Bag by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","5109.75 AED","https://www.akm-music.com/shop.html?product=20025","https://www.akm-music.com/assets/products/20025.webp","Alhambra","2023889102854","Classical Guitar","25"
"20026","Alhambra 7 C Classic Guitar","Alhambra 7 C Classic Guitar by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","5347.94 AED","https://www.akm-music.com/shop.html?product=20026","https://www.akm-music.com/assets/products/20026.webp","Alhambra","1023230426661","Classical Guitar","25"
"20027","Alhambra 7 Fc CT E2 Guitar","Alhambra 7 Fc CT E2 Guitar by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","7463.59 AED","https://www.akm-music.com/shop.html?product=20027","https://www.akm-music.com/assets/products/20027.webp","Alhambra","2423686405736","Flamenco Guitar","25"
"20028","Alhambra 7 Fc CW E8 Guitar+ Gig Bag (9738)","Alhambra 7 Fc CW E8 Guitar+ Gig Bag (9738) by Alhambra. Flamenco Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","6307.32 AED","https://www.akm-music.com/shop.html?product=20028","https://www.akm-music.com/assets/products/20028.webp","Alhambra","723677002442","Flamenco Guitar","25"
"20029","Alhambra 7 P A CW E8 Guitar+ Gig Bag (9738)","Alhambra 7 P A CW E8 Guitar+ Gig Bag (9738) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","10067.15 AED","https://www.akm-music.com/shop.html?product=20029","https://www.akm-music.com/assets/products/20029.webp","Alhambra","1623701701947","Classical Guitar","25"
"20030","Alhambra 9 P Guitar + Case (9557)","Alhambra 9 P Guitar + Case (9557) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","out of stock","new","9846.58 AED","https://www.akm-music.com/shop.html?product=20030","https://www.akm-music.com/assets/products/20030.webp","Alhambra","3422081919908","Classical Guitar","0"
"20031","Alhambra 9738 Soft Bag 25MM","Alhambra 9738 Soft Bag 25MM by Alhambra. Gig and Soft Bags. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","356.68 AED","https://www.akm-music.com/shop.html?product=20031","https://www.akm-music.com/assets/products/20031.webp","Alhambra","8000973805208","Gig and Soft Bags","25"
"20034","Alhambra CS-3 CW E8 Guitar+ Gig Bag (9738)","Alhambra CS-3 CW E8 Guitar+ Gig Bag (9738) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","7646.26 AED","https://www.akm-music.com/shop.html?product=20034","https://www.akm-music.com/assets/products/20034.webp","Alhambra","1223877608714","Classical Guitar","25"
"20035","Alhambra Cs-lr CW E1 Guitar + Gig Bag (9738)","Alhambra Cs-lr CW E1 Guitar + Gig Bag (9738) by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","6378.36 AED","https://www.akm-music.com/shop.html?product=20035","https://www.akm-music.com/assets/products/20035.webp","Alhambra","4422870109359","Classical Guitar","25"
"20037","Alhambra Iberia Ziricote 8.806 Guitar","Alhambra Iberia Ziricote 8.806 Guitar by Alhambra. Classical Guitar. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","3103.34 AED","https://www.akm-music.com/shop.html?product=20037","https://www.akm-music.com/assets/products/20037.webp","Alhambra","1721880639621","Classical Guitar","25"
"47207","Bass WHAMMY-V-01 Bass Whammy Bass Pitch-Shift Pedal","Bass WHAMMY-V-01 Bass Whammy Bass Pitch-Shift Pedal by Bass. Guitar Pedals. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","949.00 AED","https://www.akm-music.com/shop.html?product=47207","https://www.akm-music.com/assets/products/47207.webp","Bass","691991202896","Guitar Pedals","25"
"39251","Boss DI-1 Direct Box","Boss DI-1 Direct Box by Boss. Audio Interfaces. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","847.95 AED","https://www.akm-music.com/shop.html?product=39251","https://www.akm-music.com/assets/products/39251.webp","Boss","4957054003784","Audio Interfaces","25"
"39252","Boss DI-1(B) Direct Box","Boss DI-1(B) Direct Box by Boss. Audio Interfaces. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","691.30 AED","https://www.akm-music.com/shop.html?product=39252","https://www.akm-music.com/assets/products/39252.webp","Boss","","Audio Interfaces","25"
"20605","D'Addario NYXL45125 Nickel Wound Bass Strings 45–125 Long Scale (5-String)","D'Addario NYXL45125 Nickel Wound Bass Strings 45–125 Long Scale (5-String) by D'addario. Bass Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","170.34 AED","https://www.akm-music.com/shop.html?product=20605","https://www.akm-music.com/assets/products/20605.webp","D'addario","019954243180","Bass Guitar Strings","25"
"20423","Daddario 1CWH4-10B1 10 Beatles-pick-revolver-med","Daddario 1CWH4-10B1 10 Beatles-pick-revolver-med by D'addario. Guitar Picks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","out of stock","new","33.12 AED","https://www.akm-music.com/shop.html?product=20423","https://www.akm-music.com/assets/products/20423.webp","D'addario","019954960063","Guitar Picks","0"
"20424","Daddario 1CWH4-10JS 10 Satriani-pick-white-medium","Daddario 1CWH4-10JS 10 Satriani-pick-white-medium by D'addario. Guitar Picks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","32.84 AED","https://www.akm-music.com/shop.html?product=20424","https://www.akm-music.com/assets/products/20424.webp","D'addario","019954950569","Guitar Picks","25"
"20431","Daddario 20T05 2"" Wvn Gtr St, Gold Star","Daddario 20T05 2"" Wvn Gtr St, Gold Star by D'addario. Guitar Straps and Locks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","128.62 AED","https://www.akm-music.com/shop.html?product=20431","https://www.akm-music.com/assets/products/20431.webp","D'addario","019954179748","Guitar Straps and Locks","25"
"20442","Daddario 50B01 50MM Strap-np Black Satin","Daddario 50B01 50MM Strap-np Black Satin by D'addario. Guitar Straps and Locks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","96.43 AED","https://www.akm-music.com/shop.html?product=20442","https://www.akm-music.com/assets/products/20442.webp","D'addario","019954948627","Guitar Straps and Locks","25"
"20444","Daddario 50CTPL00 50MM Cotton Planet Lock Blk","Daddario 50CTPL00 50MM Cotton Planet Lock Blk by D'addario. Guitar Straps and Locks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","80.37 AED","https://www.akm-music.com/shop.html?product=20444","https://www.akm-music.com/assets/products/20444.webp","D'addario","019954977054","Guitar Straps and Locks","25"
"20447","Daddario 50PLF03 50MM Planet Lock - Cross","Daddario 50PLF03 50MM Planet Lock - Cross by D'addario. Guitar Straps and Locks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","118.85 AED","https://www.akm-music.com/shop.html?product=20447","https://www.akm-music.com/assets/products/20447.webp","D'addario","019954959142","Guitar Straps and Locks","25"
"20448","Daddario 74T001 74MM Pad Comfort ST Red","Daddario 74T001 74MM Pad Comfort ST Red by D'addario. Guitar Straps and Locks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","103.22 AED","https://www.akm-music.com/shop.html?product=20448","https://www.akm-music.com/assets/products/20448.webp","D'addario","019954180157","Guitar Straps and Locks","25"
"20449","Daddario 74T002 74MM Pad Comfort ST Blue","Daddario 74T002 74MM Pad Comfort ST Blue by D'addario. Guitar Straps and Locks. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","103.22 AED","https://www.akm-music.com/shop.html?product=20449","https://www.akm-music.com/assets/products/20449.webp","D'addario","019954180164","Guitar Straps and Locks","25"
"20451","Daddario A310 4/4M Ascente Violin Set 4/4 Med","Daddario A310 4/4M Ascente Violin Set 4/4 Med by D'addario. Violin Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","114.26 AED","https://www.akm-music.com/shop.html?product=20451","https://www.akm-music.com/assets/products/20451.webp","D'addario","019954250386","Violin Strings","25"
"20455","Daddario DP0002 Pro-winder","Daddario DP0002 Pro-winder by D'addario. Guitar Tools. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","50.07 AED","https://www.akm-music.com/shop.html?product=20455","https://www.akm-music.com/assets/products/20455.webp","D'addario","019954926809","Guitar Tools","25"
"20456","Daddario DZ310A 4/4M Zyex Violin Set Alum D 4/4 Med","Daddario DZ310A 4/4M Zyex Violin Set Alum D 4/4 Med by D'addario. Violin Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","267.17 AED","https://www.akm-music.com/shop.html?product=20456","https://www.akm-music.com/assets/products/20456.webp","D'addario","019954920746","Violin Strings","25"
"20462","Daddario EJ10 Set Acous Gtr 80/20 Brz X-lite","Daddario EJ10 Set Acous Gtr 80/20 Brz X-lite by D'addario. Acoustic Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","35.00 AED","https://www.akm-music.com/shop.html?product=20462","https://www.akm-music.com/assets/products/20462.webp","D'addario","019954122119","Acoustic Guitar Strings","25"
"20464","Daddario EJ13 Set Acous Gtr 80/20 Brz Cst Lite","Daddario EJ13 Set Acous Gtr 80/20 Brz Cst Lite by D'addario. Acoustic Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","35.33 AED","https://www.akm-music.com/shop.html?product=20464","https://www.akm-music.com/assets/products/20464.webp","D'addario","019954961138","Acoustic Guitar Strings","25"
"20466","Daddario EJ15 Set Acous Gtr Phos Brz X-lite","Daddario EJ15 Set Acous Gtr Phos Brz X-lite by D'addario. Acoustic Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","41.95 AED","https://www.akm-music.com/shop.html?product=20466","https://www.akm-music.com/assets/products/20466.webp","D'addario","019954121136","Acoustic Guitar Strings","25"
"20475","Daddario EJ27H Set Student Clr/silver Hard","Daddario EJ27H Set Student Clr/silver Hard by D'addario. Classical Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","39.98 AED","https://www.akm-music.com/shop.html?product=20475","https://www.akm-music.com/assets/products/20475.webp","D'addario","019954951146","Classical Guitar Strings","25"
"20476","Daddario EJ27N Set Student Clr/silver Norm","Daddario EJ27N Set Student Clr/silver Norm by D'addario. Classical Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","37.54 AED","https://www.akm-music.com/shop.html?product=20476","https://www.akm-music.com/assets/products/20476.webp","D'addario","019954951139","Classical Guitar Strings","25"
"20483","Daddario EJ36 Set Acou Gtr 80/20 Lite 12STR","Daddario EJ36 Set Acou Gtr 80/20 Lite 12STR by D'addario. Acoustic Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","55.20 AED","https://www.akm-music.com/shop.html?product=20483","https://www.akm-music.com/assets/products/20483.webp","D'addario","019954122140","Acoustic Guitar Strings","25"
"20490","Daddario EJ45 Set Pro-arte Clr/silver Norm","Daddario EJ45 Set Pro-arte Clr/silver Norm by D'addario. Classical Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","59.39 AED","https://www.akm-music.com/shop.html?product=20490","https://www.akm-music.com/assets/products/20490.webp","D'addario","019954121266","Classical Guitar Strings","25"
"48673","Daddario EJ45C Set Class Gtr Pro-Arte Clear Nyl/Silver Comp Normal Tension","Daddario EJ45C Set Class Gtr Pro-Arte Clear Nyl/Silver Comp Normal Tension by D'addario. Classical Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","82.00 AED","https://www.akm-music.com/shop.html?product=48673","https://www.akm-music.com/assets/products/48673.webp","D'addario","019954121280","Classical Guitar Strings","25"
"20493","Daddario EJ46 Set Pro-arte Clr/silver Hard","Daddario EJ46 Set Pro-arte Clr/silver Hard by D'addario. Classical Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","55.42 AED","https://www.akm-music.com/shop.html?product=20493","https://www.akm-music.com/assets/products/20493.webp","D'addario","019954121273","Classical Guitar Strings","25"
"20496","Daddario EJ47 Set Cls Gtr Proa Nyl 8020 Norm","Daddario EJ47 Set Cls Gtr Proa Nyl 8020 Norm by D'addario. Classical Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","59.39 AED","https://www.akm-music.com/shop.html?product=20496","https://www.akm-music.com/assets/products/20496.webp","D'addario","019954952204","Classical Guitar Strings","25"
"20501","Daddario EJ65C Set Concert Uke Clear Nylon","Daddario EJ65C Set Concert Uke Clear Nylon by D'addario. Other Instruments Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","26.16 AED","https://www.akm-music.com/shop.html?product=20501","https://www.akm-music.com/assets/products/20501.webp","D'addario","019954977160","Other Instruments Strings","25"
"20502","Daddario EJ65S Set Uke Clear Nylon Soprano","Daddario EJ65S Set Uke Clear Nylon Soprano by D'addario. Other Instruments Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","26.16 AED","https://www.akm-music.com/shop.html?product=20502","https://www.akm-music.com/assets/products/20502.webp","D'addario","019954977085","Other Instruments Strings","25"
"20503","Daddario EJ65T Set Tenor Uke Clear Nylon","Daddario EJ65T Set Tenor Uke Clear Nylon by D'addario. Other Instruments Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","26.16 AED","https://www.akm-music.com/shop.html?product=20503","https://www.akm-music.com/assets/products/20503.webp","D'addario","019954977269","Other Instruments Strings","25"
"20507","Daddario EJ88C Set Concert Nyltech Ukulele","Daddario EJ88C Set Concert Nyltech Ukulele by D'addario. Other Instruments Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","34.78 AED","https://www.akm-music.com/shop.html?product=20507","https://www.akm-music.com/assets/products/20507.webp","D'addario","019954970642","Other Instruments Strings","25"
"20509","Daddario EJ95A Set Arabic Oud Silver ON Nylon","Daddario EJ95A Set Arabic Oud Silver ON Nylon by D'addario. Oud Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","75.84 AED","https://www.akm-music.com/shop.html?product=20509","https://www.akm-music.com/assets/products/20509.webp","D'addario","019954169213","Oud Strings","25"
"20522","Daddario EXL110 Set Electric Gtr XL Reg Lite","Daddario EXL110 Set Electric Gtr XL Reg Lite by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","35.00 AED","https://www.akm-music.com/shop.html?product=20522","https://www.akm-music.com/assets/products/20522.webp","D'addario","019954141271","Electric Guitar Strings","25"
"20528","Daddario EXL115 Set Elec Gtr XL Blues/jazz","Daddario EXL115 Set Elec Gtr XL Blues/jazz by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","33.12 AED","https://www.akm-music.com/shop.html?product=20528","https://www.akm-music.com/assets/products/20528.webp","D'addario","019954141288","Electric Guitar Strings","25"
"20533","Daddario EXL120 Set Elec Gtr XL Sup Lite","Daddario EXL120 Set Elec Gtr XL Sup Lite by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","33.12 AED","https://www.akm-music.com/shop.html?product=20533","https://www.akm-music.com/assets/products/20533.webp","D'addario","019954141295","Electric Guitar Strings","25"
"20535","Daddario EXL120-7 Set Elec Gtr XL Sup Lite 7STR","Daddario EXL120-7 Set Elec Gtr XL Sup Lite 7STR by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","42.34 AED","https://www.akm-music.com/shop.html?product=20535","https://www.akm-music.com/assets/products/20535.webp","D'addario","019954927660","Electric Guitar Strings","25"
"20536","Daddario EXL120-8 Set Elec Gtr XL Sup Lite 8STR","Daddario EXL120-8 Set Elec Gtr XL Sup Lite 8STR by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","55.42 AED","https://www.akm-music.com/shop.html?product=20536","https://www.akm-music.com/assets/products/20536.webp","D'addario","019954971717","Electric Guitar Strings","25"
"48674","Daddario EXL120-B25 25 Sets EXL120 Nickel Wound 9-42 Super Light","Daddario EXL120-B25 25 Sets EXL120 Nickel Wound 9-42 Super Light by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","650.00 AED","https://www.akm-music.com/shop.html?product=48674","https://www.akm-music.com/assets/products/48674.webp","D'addario","019954948122","Electric Guitar Strings","25"
"20534","Daddario EXL120+ Set Elec Gtr XL Sup Lite Plus","Daddario EXL120+ Set Elec Gtr XL Sup Lite Plus by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","33.12 AED","https://www.akm-music.com/shop.html?product=20534","https://www.akm-music.com/assets/products/20534.webp","D'addario","019954122300","Electric Guitar Strings","25"
"20537","Daddario EXL125 Set Elec Gtr XL Sup Lite/reg","Daddario EXL125 Set Elec Gtr XL Sup Lite/reg by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","35.00 AED","https://www.akm-music.com/shop.html?product=20537","https://www.akm-music.com/assets/products/20537.webp","D'addario","019954141301","Electric Guitar Strings","25"
"20539","Daddario EXL140 Set Elec Gtr XL Lite","Daddario EXL140 Set Elec Gtr XL Lite by D'addario. Electric Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","39.00 AED","https://www.akm-music.com/shop.html?product=20539","https://www.akm-music.com/assets/products/20539.webp","D'addario","019954141356","Electric Guitar Strings","25"
"20546","Daddario EXL160 Set Bass XL 50-105 Long Scale","Daddario EXL160 Set Bass XL 50-105 Long Scale by D'addario. Bass Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","112.90 AED","https://www.akm-music.com/shop.html?product=20546","https://www.akm-music.com/assets/products/20546.webp","D'addario","019954151249","Bass Guitar Strings","25"
"20548","Daddario EXL165 Set Bass XL 45-105 Long Scale","Daddario EXL165 Set Bass XL 45-105 Long Scale by D'addario. Bass Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","105.98 AED","https://www.akm-music.com/shop.html?product=20548","https://www.akm-music.com/assets/products/20548.webp","D'addario","019954151263","Bass Guitar Strings","25"
"20549","Daddario EXL165-5 Set Bass XL 45-135 Long 5 String","Daddario EXL165-5 Set Bass XL 45-135 Long 5 String by D'addario. Bass Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","147.00 AED","https://www.akm-music.com/shop.html?product=20549","https://www.akm-music.com/assets/products/20549.webp","D'addario","019954961121","Bass Guitar Strings","25"
"20552","Daddario EXL170 Set Bass XL 45-100 Long","Daddario EXL170 Set Bass XL 45-100 Long by D'addario. Bass Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","112.90 AED","https://www.akm-music.com/shop.html?product=20552","https://www.akm-music.com/assets/products/20552.webp","D'addario","019954151232","Bass Guitar Strings","25"
"20553","Daddario EXL170-5 Set Bass XL 45-130 Long 5STR","Daddario EXL170-5 Set Bass XL 45-130 Long 5STR by D'addario. Bass Guitar Strings. Available at AKM Music Abu Dhabi — delivery across the UAE, WhatsApp ordering, showroom support since 1984.","in stock","new","146.29 AED","https://www.akm-music.com/shop.html?product=20553","https://www.akm-music.com/assets/products/20553.webp","D'addario","019954151256","Bass Guitar Strings","25"
